ID,Category
reunmulfdn.png,Scentless Mayweed
rfxtelowqw.png,Small-flowered Cranesbill
rgaalmgiae.png,Common Chickweed
rgbtbzkxkf.png,Loose Silky-bent
rinwqgjlbx.png,Fat Hen
riogzkkkyy.png,Common Chickweed
rjgffomcoj.png,Scentless Mayweed
rjnqfhkkgg.png,Loose Silky-bent
rligefteug.png,Common Chickweed
rljccdnghl.png,Loose Silky-bent
rlzpxtxoxw.png,Sugar beet
rmetemgrlm.png,Loose Silky-bent
rmrccuzrhc.png,Common Chickweed
rmwrswqpkp.png,Shepherds Purse
rncniklwrh.png,Fat Hen
rnhghabnja.png,Loose Silky-bent
rnrgskjbjb.png,Common wheat
roibhotxgs.png,Fat Hen
rojhnoqhlm.png,Sugar beet
ropkdhzrzm.png,Loose Silky-bent
rotfwsctiw.png,Cleavers
rozjkntalf.png,Fat Hen
rrvjxbaqag.png,Scentless Mayweed
rrzxeiaqnd.png,Small-flowered Cranesbill
rsrkcslqkh.png,Charlock
rtfegncolq.png,Common Chickweed
rtylozemls.png,Charlock
rufheiczbq.png,Small-flowered Cranesbill
rurucjrndc.png,Small-flowered Cranesbill
ruvrkhqdzc.png,Common Chickweed
rvalvyscrd.png,Scentless Mayweed
rvfmmxhwiz.png,Black-grass
rvvzcdtvfp.png,Scentless Mayweed
rxjkhdvgri.png,Common Chickweed
rygkcdbrrv.png,Sugar beet
rymyutuzqs.png,Common Chickweed
rysjkwilea.png,Sugar beet
ryxuwratsz.png,Charlock
rzscrtifxg.png,Small-flowered Cranesbill
rzzjknapjs.png,Scentless Mayweed
satqtkvlpv.png,Loose Silky-bent
schxhzvnue.png,Charlock
scwwvvnroj.png,Common Chickweed
sdwynlrqzf.png,Common wheat
sgrjfvcppn.png,Charlock
sgvutraljz.png,Common Chickweed
siqgltawgo.png,Small-flowered Cranesbill
sjcuqgcvcx.png,Common wheat
sjilqfbtun.png,Sugar beet
skvswklmwr.png,Sugar beet
slgxqupkbo.png,Loose Silky-bent
slrwdxluvu.png,Small-flowered Cranesbill
sltboitadp.png,Scentless Mayweed
smuxpsnmfu.png,Common wheat
smwfzqzuyo.png,Shepherds Purse
sndtvuqimw.png,Charlock
snsexnbdik.png,Black-grass
sozssylvpo.png,Maize
spdgdkcepq.png,Sugar beet
spxktyikhl.png,Scentless Mayweed
sqbzkutadp.png,Fat Hen
sriaeshyfk.png,Loose Silky-bent
sskmtqouuq.png,Scentless Mayweed
stcmijhsih.png,Common wheat
stivtbbvez.png,Loose Silky-bent
stuncwcoul.png,Common Chickweed
stvndacxut.png,Common Chickweed
suxdnvcupx.png,Maize
suyjrrhiih.png,Common Chickweed
svzxubipqx.png,Loose Silky-bent
swrsqqvlai.png,Shepherds Purse
sxqabwuawv.png,Charlock
syxzopexip.png,Loose Silky-bent
szdorcijho.png,Shepherds Purse
szkvxeczgx.png,Common wheat
tarqpeswkg.png,Shepherds Purse
tckhflcisz.png,Maize
tcsghsibwv.png,Sugar beet
tdnizedtur.png,Fat Hen
texadqxftk.png,Loose Silky-bent
tfoyfsoahi.png,Cleavers
tfzsrsdxed.png,Scentless Mayweed
tgbzqodhlx.png,Sugar beet
tggvqjebly.png,Shepherds Purse
thpjtgbpfx.png,Cleavers
thqeyspstv.png,Scentless Mayweed
thrjzetcko.png,Sugar beet
thrvqoplhd.png,Fat Hen
tjagllgitn.png,Black-grass
tjjywyzgfj.png,Cleavers
tkztxnbzii.png,Fat Hen
tlnsrrmteb.png,Fat Hen
tlsbnmwqom.png,Maize
tmbhykykjg.png,Loose Silky-bent
tmkjfxxvhn.png,Black-grass
tnbvirxswd.png,Loose Silky-bent
tnjvlrcjgr.png,Scentless Mayweed
tofrflghpm.png,Shepherds Purse
tohnpkyklu.png,Fat Hen
tqlhoyvrmb.png,Small-flowered Cranesbill
tqpwyaopyr.png,Charlock
tsqgcquzat.png,Common wheat
ttgvysyssy.png,Cleavers
tutdxwzgue.png,Fat Hen
twoizkzkuo.png,Loose Silky-bent
txiwvlakgu.png,Loose Silky-bent
txltsjcbjc.png,Small-flowered Cranesbill
txtftbejxr.png,Scentless Mayweed
tyrhppvmuj.png,Maize
tywabsvqra.png,Common wheat
tzypetkbgn.png,Scentless Mayweed
uaczfplqmg.png,Charlock
uagxasmfwg.png,Loose Silky-bent
uahnfoospg.png,Charlock
uawomwuuil.png,Small-flowered Cranesbill
ubafvuikug.png,Black-grass
ubjswtknhm.png,Fat Hen
uckvkxnzdy.png,Small-flowered Cranesbill
ucrfyxvuoc.png,Small-flowered Cranesbill
udkzrivbcf.png,Cleavers
uefbkdierf.png,Scentless Mayweed
ufppjmadgh.png,Charlock
uhtzfrmkbu.png,Maize
uiivossmor.png,Black-grass
uimojbxcis.png,Small-flowered Cranesbill
uivfmvvmls.png,Common Chickweed
ujnsavdqoj.png,Loose Silky-bent
ujulzbekwm.png,Scentless Mayweed
ujzsjpgzrw.png,Common Chickweed
ulnynksjcp.png,Scentless Mayweed
ulwuzjpdtd.png,Small-flowered Cranesbill
ulzmjrmejy.png,Loose Silky-bent
umrfrcsbpm.png,Scentless Mayweed
uonlrglwrw.png,Maize
uorwegqbec.png,Loose Silky-bent
uoxvlwbdwx.png,Loose Silky-bent
uozevyfxad.png,Small-flowered Cranesbill
uqxrxhzswk.png,Loose Silky-bent
ureilubakf.png,Loose Silky-bent
urwemzusdg.png,Sugar beet
uspmevgilu.png,Common Chickweed
ussouonjgd.png,Common Chickweed
utowoirjkd.png,Scentless Mayweed
uuahfhgvmw.png,Black-grass
uubqslgzcy.png,Small-flowered Cranesbill
uucvnwwyge.png,Shepherds Purse
uuzvdhitjm.png,Small-flowered Cranesbill
uvtvmblvjo.png,Sugar beet
uyjeuqjlhe.png,Scentless Mayweed
uyvdalyncv.png,Small-flowered Cranesbill
uyvunhqhjt.png,Charlock
vaabqcsdcy.png,Loose Silky-bent
vasxhwrear.png,Shepherds Purse
vatdfziyot.png,Small-flowered Cranesbill
vbritqqjow.png,Loose Silky-bent
vcyhtnatcq.png,Fat Hen
vdojdwjsdn.png,Maize
velgzavzzs.png,Cleavers
veobdamnqn.png,Small-flowered Cranesbill
veyzobvkkk.png,Small-flowered Cranesbill
vfqjxktqla.png,Sugar beet
vfrrxlfepx.png,Common Chickweed
vfxsiphrlf.png,Charlock
vgeqtkgelb.png,Small-flowered Cranesbill
vgqftoznkb.png,Maize
vgxnldrxpg.png,Fat Hen
vgxrcnesgc.png,Common Chickweed
vijiecxzuf.png,Common Chickweed
viusduajua.png,Small-flowered Cranesbill
vjkdvdiqmm.png,Fat Hen
vlhpmsqcqz.png,Sugar beet
vlrgadxzot.png,Small-flowered Cranesbill
vmdesqjrxw.png,Fat Hen
vmoutndlat.png,Black-grass
vmzkivxoxx.png,Common Chickweed
vnhtiyawpu.png,Scentless Mayweed
vnilpfnotv.png,Common Chickweed
vnwvibksvh.png,Common Chickweed
vpbmhakghw.png,Scentless Mayweed
vpnabgqcnl.png,Common wheat
vrezqwctjq.png,Shepherds Purse
vrsxcldksd.png,Fat Hen
vsonuwebyz.png,Common Chickweed
vtbamwbsvs.png,Fat Hen
vtbnddkwkv.png,Black-grass
vthjxkifuf.png,Common Chickweed
vtkdbolatn.png,Fat Hen
vtomvyjrrr.png,Common wheat
vvdayeddey.png,Common Chickweed
vxyyqonizy.png,Charlock
vylpdviiec.png,Scentless Mayweed
vynrynkwkm.png,Scentless Mayweed
vyotleojfd.png,Sugar beet
vzdumodmix.png,Sugar beet
vzgdqvwcsq.png,Maize
vzgwwruqdb.png,Scentless Mayweed
wavmodluxx.png,Cleavers
wbgpelzgeg.png,Common Chickweed
wbkfdkyjyy.png,Shepherds Purse
wbkmcyonmw.png,Cleavers
wbxkuxvlen.png,Loose Silky-bent
wcrlrdxmil.png,Loose Silky-bent
wdffouqjxo.png,Shepherds Purse
wdgydemnyh.png,Common Chickweed
wdzfrwxftf.png,Fat Hen
wetxmsnrzw.png,Black-grass
wevwmedvob.png,Loose Silky-bent
wfnzipfpjw.png,Common Chickweed
wfoyezgnxl.png,Common Chickweed
wfvuvryqxx.png,Maize
wgexslqsxv.png,Common Chickweed
wgtvfwbtfc.png,Shepherds Purse
wjawzyfooy.png,Scentless Mayweed
wjifcxaxxa.png,Charlock
wkzmqyymlw.png,Common Chickweed
wlkivynowk.png,Common Chickweed
wmlnjmurql.png,Common wheat
wnqovkiscb.png,Common Chickweed
wnriletlub.png,Loose Silky-bent
wnzlazille.png,Cleavers
wpvqfijupr.png,Shepherds Purse
wpyqomoryw.png,Common Chickweed
wqknctedzs.png,Fat Hen
wqpqkourdz.png,Common Chickweed
wsbmujahuw.png,Common Chickweed
wsuacdbxmu.png,Small-flowered Cranesbill
wtwwxzhhff.png,Fat Hen
wtzbjvqqmv.png,Common Chickweed
wutmiodthy.png,Common Chickweed
wvrrwkzawa.png,Cleavers
wwausjswng.png,Common Chickweed
wwicvtjvkq.png,Small-flowered Cranesbill
wwswkbrcoq.png,Fat Hen
wwyssidcdu.png,Common Chickweed
wxjxmffeed.png,Scentless Mayweed
wxshtcgfks.png,Small-flowered Cranesbill
wxtnasdnrt.png,Common Chickweed
wxwuwujcto.png,Loose Silky-bent
wylutunhmi.png,Loose Silky-bent
wzmlwqeuga.png,Shepherds Purse
wzxqoyxsfk.png,Sugar beet
xahhkiejyq.png,Maize
xavwinktfl.png,Common Chickweed
xbbbbdquuw.png,Charlock
xcjokssbnw.png,Scentless Mayweed
xcquroayqy.png,Small-flowered Cranesbill
xcrqlemvya.png,Cleavers
xcvoiwqvcg.png,Scentless Mayweed
xdsgngldrv.png,Loose Silky-bent
xdvmjukelg.png,Sugar beet
xdzgpcouzv.png,Small-flowered Cranesbill
xekbuuqfxs.png,Shepherds Purse
xfdxeqspcj.png,Fat Hen
xftmznmtxv.png,Scentless Mayweed
xguwzbbzwk.png,Scentless Mayweed
xgzwfxhofa.png,Fat Hen
xhirnjphug.png,Sugar beet
xhjnqklfya.png,Sugar beet
xiorhqxxiz.png,Fat Hen
xizkeplwfe.png,Common Chickweed
xjmbrinfdn.png,Scentless Mayweed
xkwnwpvptx.png,Common wheat
xkzxewarcd.png,Common Chickweed
xlhwjcbbex.png,Scentless Mayweed
xlyhrspbll.png,Charlock
xmasefkssh.png,Common Chickweed
xnfxxgrqjx.png,Maize
xoejgnboiv.png,Small-flowered Cranesbill
xomnxcytvu.png,Scentless Mayweed
xonkpltokc.png,Sugar beet
xowdubkayn.png,Charlock
xrreldpmwn.png,Small-flowered Cranesbill
xszjzdswpb.png,Loose Silky-bent
xuatghhlxa.png,Cleavers
xufaarsdiw.png,Fat Hen
xuhgdtxslo.png,Fat Hen
xuokqkhztn.png,Loose Silky-bent
xusjgbcmxp.png,Loose Silky-bent
xvazcpzjle.png,Scentless Mayweed
xvnzmatcfv.png,Cleavers
xvogukpqxp.png,Scentless Mayweed
xvvuqlysfq.png,Fat Hen
xwgxsdrayz.png,Loose Silky-bent
xwmsxpdjaa.png,Cleavers
xxfkdrrkkj.png,Scentless Mayweed
xxicyapkdf.png,Sugar beet
xxjshhgvjt.png,Fat Hen
xxjwjnkdug.png,Common wheat
xymchwgcll.png,Loose Silky-bent
xypojlrlup.png,Common Chickweed
ybdqltguek.png,Charlock
ycbwgnnrqj.png,Small-flowered Cranesbill
ycjefwtojk.png,Small-flowered Cranesbill
ydcurwxqsf.png,Loose Silky-bent
yebuyzgmuh.png,Charlock
yedrgqhpjj.png,Charlock
yepdzaiaib.png,Black-grass
yfqodnxqjl.png,Cleavers
yhfihoroja.png,Sugar beet
yholtpyekd.png,Fat Hen
yibnafoaxf.png,Loose Silky-bent
yiileyjjhe.png,Loose Silky-bent
yinlglczva.png,Common wheat
ykxmosizfk.png,Charlock
ynebvjequm.png,Charlock
ynhdessdir.png,Loose Silky-bent
yoeydlgkvq.png,Sugar beet
yopqbulwpc.png,Common Chickweed
ypjaoyjlsd.png,Scentless Mayweed
ypobwtnvcn.png,Shepherds Purse
ypxqlvyunh.png,Small-flowered Cranesbill
yqjtvvytge.png,Fat Hen
yrrifyexpz.png,Small-flowered Cranesbill
yrwjmfhwry.png,Loose Silky-bent
ythoasiasj.png,Small-flowered Cranesbill
ytsulvbzxv.png,Common wheat
ytzesoxgml.png,Scentless Mayweed
yuztpjtmed.png,Scentless Mayweed
ywhwehhtdd.png,Shepherds Purse
ywlhaaosgy.png,Loose Silky-bent
yxbyvtrzdf.png,Small-flowered Cranesbill
yxisbqyscm.png,Loose Silky-bent
yyvfrrxbmq.png,Cleavers
yyyxkgoayc.png,Loose Silky-bent
yzehvymtnc.png,Small-flowered Cranesbill
yzjihrptlo.png,Sugar beet
zalxfcspuw.png,Common wheat
zbbetqaati.png,Common wheat
zbvlanqnwb.png,Fat Hen
zdjhdmfiff.png,Cleavers
zeuzvzbjsy.png,Charlock
zgriwcamkz.png,Shepherds Purse
zgvqwnioqh.png,Small-flowered Cranesbill
zgzwxcoogd.png,Charlock
zhaouxwjps.png,Common Chickweed
zhjkpmuikc.png,Scentless Mayweed
zipptnfywj.png,Loose Silky-bent
ziumazzadc.png,Maize
zjbuvpjwwz.png,Common Chickweed
zjmvqdecfn.png,Common Chickweed
zkamynztys.png,Loose Silky-bent
zkbtyqysrz.png,Shepherds Purse
zkduqjapts.png,Small-flowered Cranesbill
zkhwrwtkdi.png,Black-grass
zkvhezxuoi.png,Loose Silky-bent
zlhzobehcl.png,Sugar beet
zljtsnrmwl.png,Maize
zmcwblwfty.png,Cleavers
zmkhhwshzy.png,Loose Silky-bent
zmwalcxmrp.png,Fat Hen
znbfvhnfjm.png,Loose Silky-bent
znedmffiap.png,Maize
zoctmupdwe.png,Common Chickweed
zohdvivbam.png,Loose Silky-bent
zohiszoqjs.png,Common Chickweed
zqavrifkij.png,Maize
zqfvjujhuj.png,Scentless Mayweed
zqhaeebjyh.png,Fat Hen
zqjbbizcbo.png,Fat Hen
zrlrehkpbl.png,Fat Hen
zsffbmyxkq.png,Small-flowered Cranesbill
zskkrnaklw.png,Black-grass
ztrphrqhxy.png,Loose Silky-bent
zujctolcqc.png,Scentless Mayweed
zuwhjhacws.png,Loose Silky-bent
zuxbncifsg.png,Sugar beet
zvgipawkhz.png,Shepherds Purse
zvmgpvvfde.png,Cleavers
zvsdkhhagl.png,Common Chickweed
zvxdpuxgvu.png,Common wheat
zxatuhyfij.png,Cleavers
zyannmjnzp.png,Loose Silky-bent
zyzmjbpqhe.png,Black-grass
zzeoefhzlm.png,Sugar beet
